fuckin'm transtelecom,Negative 
@War_Man im fully obsessed with their burritos enchilado style. My mom doesnt wanna go with me tho,neutral
"@Bunny90san ooo... No I believe they've all closed down, even the ones at the airport",neutral
@jessicaringle i have to work tonight.  *M*,neutral
"Trying to open a .docx file on my virtual system while I'm under the dryer. But it only has Office 2007,",neutral
@chacesmithphoto will do! I may just have to keep it on my shelf with the rest of my old cameras,neutral
Anybody want to bring me lunch?,neutral
@ankita_gaba Our bids gone to waste? @Shadez won't even give us a look  #twpp,neutral
@aeversman  CALL ME,neutral
DAMN IT!! _____________,neutral
Im so tired. And its so gloomy  what happeened ro summer?,neutral
Tired beyond reason. I would rather be just about anything else other then tired,neutral
"Note to self: don't wear steel toes to the court house, I'm just sayin",neutral
Justin's blanket shed black lint all over my white skirt.,neutral
@featherblossoms I can't stream videos on my phone,neutral
Heading home,neutral
"is in Milton Keynes , leaving tomorrow",neutral
@dealseekingmom No problems here,neutral
@saromadian srry can't go paintballing tonight  and there are no good movies out,neutral
This is what I have to give a 7 day old baby  poor thing  http://yfrog.com/6pwwlj,neutral
"@MichaelTao  i got one too, but it was on a usb key without the fancy packaging",neutral
@arisinterlude damn how you not gonna follow me son?,neutral
@MindTweets I agree. Waiting for a video to buffer then finding it's just someone reading out loud (which I could do faster in my head) =,neutral
@andyman264 not me.,neutral
I REALLY think there is play-doh in my tastykake brownie,neutral
God will 4pm please some sooner.,neutral
I need to memorize julius caesar lines,neutral
"Grilled again for dinner last night for the senior's final kairos dinner  Had steak, spicy mango sausages, hot wings, grilled vegi, corn!",neutral
@shanenassiri I just wish they would come down on their prices. I got a great deal on my mac but it took about 3 weeks of research,neutral
"Pizza parties went well, but still invisible  I might as well be out with a bag over my head. Whatever!",neutral
going to work,neutral
@lizard_lipz I don't know  I haven't heard from Lorraine recently.,neutral
@djknucklehead I want one  wanna give me one? ;),neutral
@trpilot my baby shut me down,neutral
"Oops - correction, it's @nowheremonastry.  Can't seem to spell worth a darn today...",neutral
But I do tweet about you,neutral
"@ClarissaG Yeah, but you've got admire someone who takes job satisfaction to the Nth degree",neutral
its raining hard :|,neutral
Does anyone know how to call an international cell phone in france? Because i sure dont,neutral
I wanna Karaoke!  Instead...I get to go to work  Lameness,neutral
@DuchessAmy,neutral
at work,neutral
cleaning time,neutral
I wanna go to the extra show really bad,neutral
@tommcfly tom do u have plans to germany?  answer this for ur germany fas,neutral
is still working  #fb,neutral
schade  #tv_addict,neutral
#3wordsaftersex goodbye innocence!!!,neutral
@tokiohotelusa did they have a video acceptance speech or anything? I can't watch the stream,neutral
"fine, ill get myself some miso soup down the street",neutral
@shradhac uh oh,neutral
"@GlamourFrog I so need a tweet editor. Yes, I meant it",neutral
Heather Anne Parry is only upto florence nightingale in history  this could take a while. http://tinyurl.com/kwgrh4,neutral
"@dai_bach I'd suggest #pta for such alerts, but PTA generally stands for Parent Teacher Association in the US &amp; might confuse tweeps",neutral
"Home, getting ready to back to work on Monday.  Maternity leaves is up",neutral
@die_lavish i told diamond to follow you. and why u aitn share the starburst,neutral
@EmmieLemmy no.  and she was suggesting it for loan deferment,neutral
"after 4 years of trying, my cat today figured out how to open the under-the-sink cupboard.  time for a target run to buy safety locks",neutral
Hm... TweetDeck has lost all old replies.,neutral
Hulu Desktop: http://www.hulu.com/labs/hulu-desktop  No Linux version  but atleast they have a Mac version,neutral
I just realized that I can't forward text msgs with my iPhone.,neutral
Whoishonorsociety &lt;never wear your pajama pants to school  &gt;,neutral
@MiizLushious cop me some,neutral
"@joeymcintyre Just wondering if you are going to put &quot;One Too Many&quot; on itunes.  I hope you do, it is the only cd of yours I don't have.",neutral
"@LunaandLarrys - Love your desserts. Used to live in OR but now live in TX, so can't visit you.",neutral
is  a very tired tweeter,neutral
@RealAudreyKitch   awh why you there?,neutral
Just saw a dark burgundy Scion xB. That dark shade makes it look like a minivan because the shawdows of the lines and curves are lost.,neutral
There is one million people @ the DMV today.....,neutral
warmed up nicely outside.  sucks being stuck inside coding,neutral
way to not wait for me at my locker nd then just pass me in the hall nd not say anything,neutral
He's off...again  i wish he would make up his frickin mind...,neutral
Hum -1 for Bill Bailey,neutral
Is it really almost time to go back to Chico? Im excited but at the same time going to miss home,neutral
long day and i still have to mow the lawn,neutral
@art_n_booklife I heard about that too... that seems an overreaction...,neutral
"@brutalhoney I think #FF should be Feline Friday anyways, I want cat pictures. Maybe those are only for Caturday though",neutral
thinks she needs more followers. its still so warm  going cinema later t c night at the museum2,neutral
Been i while since i've been on.... bogged under with exams!  Eugh. At least theres only 2 left!! Britains Got Talent!!,neutral
going to work nightshift....,neutral
"has just brought john tucker must die again, because her first copy is too recked to watch",neutral
@mileycyrus voting has closed,neutral
I dont know how in the world this thing works,neutral
@Ifightboys,neutral
tiika3 PHONE iiS FUCKiiNG UP AND THE SHiiT AiiNT COOL!!,neutral
@FrugalGaming I cant get the chat thing to work,neutral
It's freakin' hot and humid today.,neutral
Ugh just got out of work i think i'm a dang taxi for ppl but i just can't say no!!!!  o well its my fault,neutral
"Lunch, club meeting, effin bored",neutral
Its that time again,neutral
@yeshenia,neutral
had to turn down the near perfect mini break,neutral
@eightyfivemusic me too! i wish it would just say who has unfollowed,neutral
"My gut says to replace $$$ appliances instead of repair, but I want to be smart with $. When I try repair, replace was the right choice.",neutral
@CandiCunningham oh dear.. u serious? so how does one prevent bites??  I'm so itchy its distracting while editing.. *sigh*,neutral
my hair won't turn whiiite,neutral
@marginatasnaily @Brandystrippers New Look were sold out and thres a nice one in george and in topshop-also sold out!!  xx,neutral
Track &amp; Fiel was proably canceled.,neutral
@thescript oiiiiiii when are you back in london? what happened to our reunion?,neutral
I feel lazy watching other people work on my roof!  Kat Woman OUT,neutral
I will move anywhere as long as it has a freaking dishwasher! I despise doing dishes,neutral
Big booming thunder storm almost here.  Maybe we can all go home early???  Ah... probably not.,neutral
Grass mowed. I can haz playtime now? No? @Nutzy2468 says we have errands to run,neutral
trying to work...,neutral
"im backkkk!!!!!!!! hungry as hell, havent ate today",neutral
@RetroRewind ive totally 4got the donation link  gonna double my donation this week ;) x,neutral
"Oh yeah, MY LAPTOP IS FIXED. Shame my internet is still shit and slow.",neutral
@K8lyn333 twitter tends to do that to us,neutral
@donnanorgren: and my kid is only 3 and is stronger then me,neutral
@rosaliiinda practicing piano..ima wash my whip later..its all muggt out,neutral
On my deck... Perfect weather today! Not feeling good tho...,neutral
@AMcCallon  stop itt!,neutral
Sugar Free Should Have Gone Through In stead On 2 Grand  They Were So Good and 2 Grand Is A Bit Too Cheesy,neutral
Cats: unimpressed by thunderstorm. Dog: wishes @dataangel would come home,neutral
I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....,neutral
"has broken his wordpress MU powered blog, site OK, admin screwed",neutral
@lorenatierra I'll be back home on Monday.,neutral
"@TehCheapOne Ok, im not really that far yet  On the 2nd part of 4. Wish she did them earlier though, like mid day so I could be involved",neutral
@rj hahha I don't do drugs though,neutral
"@Agent_M ah. knowing microsoft, they could probby do it, but would want to charge way too much extra for it",neutral
#thingsmummysaid...rollercoasters are only multi-storey car parks without walls.,neutral
"@andibeth82 ok sweet! and whenever u want, I am stuck in bed all weekend",neutral
@Moderorated: Where are you?,neutral
"@STHLMBEAT yeah, I just realise the organiser dun let performing artist/djs drink on stage  tight malaysian laws n rules here",neutral
@galaxydazzle OHHHH THAT REMINDS ME. I know it's not one of yours.... can you send me some of my toothpaste?,neutral
My roommate has officially started packing,neutral
"@sizzlemaker Happy Friday! Do u know how I can get a copy of the BT art u did on Mel's fake Twitter? I'm n it, but can't find it now.  THX",neutral
"@dansumption totally forgot about the dgree show et al. Now ensconced in home, wine and ready for bed",neutral
i am talkin on da phone and typin at da same time,neutral
@rolyseal oh  il probs do wt i do every yaer watch the first one then watch the last couple of weeks lol,neutral
@angie_z i cant even think about anything that smells like alochol  lol,neutral
"@paulmorrisTIM Cheapest copy of Purusha's Divine Androgyne on Amazon, $140.",neutral
@mileycyrus I can't vote for you    they have stopped the voting,neutral
Off to get Bailey's tongue clipped,neutral
"@yukihoang  it is. its probly 16 a head, GAY HUH? reg tix @ the block was 11.50, bella terra 10.75... i encourage bootlegs",neutral
walking in 3 inch heels that ended up being a half size to big on a leg that's still has pulled muscles.not a good look.my ass hurts 2day,neutral
@tommcfly Tom are the MITO tour dvd's still being made cos no where seem to be stealing them and i really want a copy,neutral
working weekend it looks like,neutral
Salad from krogers...  I was hungry.,neutral
the heat makes it hard to revise,neutral
@GeneralTekno Just read it too.  I meant the toys though.,neutral
@graffitibreezyy you did not write back to me,neutral
"@notdiyheather I LOVE fresh garden veggies...especially tomatoes!  We are in a tiny apartment, with a non-sunny patio!",neutral
She had a boyfriend,neutral
@neilhimself you didn't give out #followfriday advice like i told you?,neutral
By newark,neutral
@justinmcintosh Ugh,neutral
@iamdiddy yeah except the spurs aren't in the champs like they usually are.,neutral
went up to the 9th floor of our building for BC Hydro's 2010 open house thingamabobber. I love their office  its cozier than our 2nd floor,neutral
"@Emmaroo youre not going, are you   ?",neutral
@Bre_0 so all done with wow blogging eh?  *huggles*,neutral
i got yelled at 4 helping the cats by my neighbor,neutral
Leaving Cali!  I wanna stay longer! T.T,neutral
@AJDADDY ima cry tht was mean,neutral
@LiverpoolMich funny you should mention that. I have a full unopened jar of nesscafï¿½ on my cupboard. But no milk,neutral
Packing up my desk,neutral
@piratesswoop I don't have the link anymore.,neutral
"@Lionel_richie I also saw u on American Idol great performance, I see u will be at Windsor in June 20 Commodores won't be there",neutral
Sat alone whilst jay plays on his phone,neutral
@celestialteapot oh dear.,neutral
"Ach I'm back on t'internet, and @lucypaw has to go drive her mate somewhere so is w'out internet",neutral
Stuck in traffic on the 91 on the way to costa mesa,neutral
misses the seniors,neutral
will be MIA until june 13.. finals,neutral
"Mary, Are you not receiving my texts????",neutral
"@spencerpratt How can i vote, it wont let me, says they closed the votes in her category  i wanna vote",neutral
"@djkaton I feel your pain man, people say it's really good but I don't have the money to waste on a PS3",neutral
@tweetvisor what happened to my real-time feed? Now friend feed is just like the Twitter website,neutral
@myfabolouslife y u gotta say all that,neutral
@mileycyrus I can't vote for you  they have stopped the voting,neutral
@therealsavannah  why?,neutral
"Entering twitter 'lurk' mode, time to lock the keyboard, just poured me a whiskey",neutral
&quot;I never thought I'd die alone. Another six months I'll be unknown&quot;,neutral
@InsideGaming No flame wars on this weeks episode?,neutral
@SuzzyqOtstyle me too chick,neutral
@Lampplease ew agreed,neutral
Re-pinging @NUNU_B: Is it pathetic that my mom is my best friend  hell know I talk to my mom bout everything everythinggg,neutral
@cloudconnected I talk to Ty all the time on XBL. I'm sure I could manage.,neutral
disappointed she didn't win teh glassez.,neutral
@GDGOfficial  what about England??,neutral
@drewryanscott and i want to let you know im here for vfc no matter what happens and yes i need a hug to bad i live in delaware,neutral
"Just found out my contact form was being dubbed Spam and wasn't forwarding properly. When checked, I had no legit contacts anyway. Double",neutral
@jcbenge Should have caught you   Damn,neutral
about to go to work at 3,neutral
I really need to update this more.,neutral
moving away,neutral
"@thepinkc Yeah, tried it. No go.",neutral
"@mileycyrus I'M A JUMP OFF A BRIDGE... NOT REALLY, BUT I WANT TO VOTE  TELL THEM TO FIX IT, JUST 2 MORE DAYS YOU NEED TO WIN",neutral
"Hello dark hair! Well, my plans for today just got cancelled  make some better ones?!",neutral
has a sore throat,neutral
pulling articles,neutral
Headed back to Pulaski,neutral
"@FaeriedTreasure  i used to live by the ocean, i shoulda gone to the beach more often",neutral
@Marieblue17 Yep.,neutral
"@Lieneve ain't got any at the moment, sorry",neutral
"@iamfrances nope  i wasn't home went it was on but i will soon,",neutral
Doctor then work. Hope you bitches have fun at the conditions show without me,neutral
@ELEWW Dood - they've locked down your Vimeo WH video.,neutral
perky purple nail polish isn't as perky when its chipped,neutral
"@partyends talks about @Zlam_Dunk http://partyends.com/blog/?p=1654 , their CD release is tonight at Stubb's! Wish I could go support!!",neutral
@AppleInvestor I know! I need a new iPhone stat-- I dropped mine on the cement 2 weeks ago and a couple rows of pixels went out,neutral
Up a little.. Good luck to tam and robert who each have 25% of me. Cant text at the table,neutral
@goliix story of my life,neutral
I lied have yet to see good looking men,neutral
"Bah, here I was out in the sun in my new hammock, drinking beer, playing the guitar and singing, and the mosquito chased me inside",neutral
TGIF!! But I have so much work to do this weekend,neutral
"@ronskea Gleneagles then champagne receptions....can't beat it! I'm in alone, my tea was rubbish and Ive been doing housework",neutral
Now I have no SKy until Monday,neutral
Time ticking by sooo sloooooooooowlyyyyyyyyyyyyy,neutral
@sampan22 Haha...ooh it was gorgeous wasn't it!! And a whole weekend more to follow!! Ouch...i had blisters from my shoes yesterday,neutral
"over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud",neutral
Going to get my blood taken,neutral
Now I have no Sky until Monday,neutral
@darrkwillow sayid could be dead.,neutral
@dhsmith I'm not comfortable with this announcement.,neutral
Went to sleep and there is a power cut in Noida  Power back up not working too,neutral
@RhChestnut .. Guess ol' Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn't get hugged,neutral
"@lisamh77 Concord &amp; Irvine, CA only. That's it for '09.",neutral
I'm at work and I'm still sick and I'm really pissed off about Sunday!!!,neutral
Waiting for Raimi's new horror flick Drag Me To Hell. I'm really excited for this! Too bad it's not in #amcmain in KC,neutral
Daughter has a 45 min orthodontist appt and I forgot my ebook reader,neutral
@dash_cunning I gotta go to my cousin's grad party,neutral
Why do so many ppl on 12 mile have ashy elbows???,neutral
@jsaladino why you come down in sept? that's when i start school,neutral
Oh why do I keep stumbling about deathfic WITHOUT WARNINGS. do not want,neutral
dude I have 2 more hours  and I'm all done with my work,neutral
"@drsketchyphilly alas, I am moving   (like where i'm moving too, but the actual moving, ugh) wish I could go too!",neutral
been driving for 3 hours...very carsick,neutral
@Bob121378 everything okay?,neutral
@AnAmusedFrog you know the .nds torrent file for it? and i am guessing u have gh:mettallica? christine brought it today for the ps3,neutral
Just finished lunch...Subway Eat Fresh.......now gotta go back to work,neutral
"@MissLordy If u don't win u can always roll on my pass lol, I don't have anyone to take",neutral
4 days of a whole lot of nothing...,neutral
i have perused the #fieldnotes website and it is good.  too bad i must return to work,neutral
I want someone to come over so i can take pictures but no one can,neutral
@itssmarieeee haha i see im so bored rite now.. it seems like everyone is headin to vegas this weekend,neutral
I gave up on tumblr because the API isn't pointing to the private account,neutral
"I got to feel the belly, but not the baby.",neutral
Hey u forgot me!,neutral
@SQLSarg sorry about that,neutral
"Have to leave to meet @boriori now. I'm looking forward to seeing him, but I'm so not done what I wanted to. Boo-urns. Wish I was @ work.",neutral
@TRcatanese tx me i have a new fone and i dont have anyones numbers,neutral
i wish i was at the beach already,neutral
Headache,neutral
@Puddynface2 Don't know yet  Lemme know if you come up with something though.,neutral
@Frankmans: and this year I have summer school.,neutral
"looking for my dog, she escaped",neutral
@roboreese Hulu no work in Canada,neutral
Is Google Maps not working for anyone else?,neutral
God i'm so sleepy today I can barely focus,neutral
"@SteamPowered damn, so many good deals...you guys have a conspiracy to steal all my money",neutral
@scifisamurai selfupdate and clean ruby fixed that part but now its failing on rb-rubygems,neutral
i hate parents,neutral
didn't know the statue in the Venetian was a real man and screamed so loud everyone laughed,neutral
"@LizzieGrubman have a great time in the Hamptons. Hope it's for some relaxation, not for work",neutral
"@Imagelimited http://79.170.44.101/buma.ro/ temporary address not working either, m8. They must have done something to the domain",neutral
@famouslyalone Me too!    need some tour dates stat!,neutral
@Thorney88 oh and i feel for you getting up at such an unearthly hour,neutral
@allahpundit never a relaxing weekend for the allahpundit,neutral
still on the train goin 2 the southside!,neutral
trying to plan a huge birthday party by myself,neutral
Shoe shopping but out of luck. They don't have a size 5 in anything I want!,neutral
@Nichola_Abdo it was,neutral
"May have to work Saturday   I want to just rewrite it properly over the weekend, but bosses may say just get it working now.",neutral
@AboutVetMed,neutral
@mj12982  &quot;Bandwidth Limit Exceeded&quot; on your website,neutral
@rdmagnum guess Ill drive it back nine hours,neutral
Taking care of yucky stuff.,neutral
"something outside has a bell  and i wont stop ringing, i think its children with bikes  the asbos",neutral
no internet for a week or longer,neutral
Dreambears were crap compared to their wicked audition,neutral
back from lunch and I just remembered I have to join the daily recap with JB,neutral
"Ok, i've eaten some food and now bored to death in my room. Seriously, there is nothing to do. Guitar been taken to the venue!",neutral
is coming back to Ruston tomorrow,neutral
"in santa clara a long way from hoe, well not that far. it sure seems like it.",neutral
@allymcfly :O she shouldnt judge the song on who wrote it  tell her shes mean haha,neutral
I plead temporary insanity for agreeing to a metric century cycling event tomorrow.,neutral
Going to the airport,neutral
Migraine is fighting its way back from last night.,neutral
@Franknitt  don't remind me.. Was supposed 2 meet up with the Homie @DAEONE 2 4 that show..  Ack! So kill it please..do the damn thang!,neutral
@7mad He's my boxing trainer. Although I think the bruise came from me hitting myself on something. Ow,neutral
Just heard good vibrations and i thought of Charlie dying on Lost,neutral
@NiaBassett Iï¿½m good. Wanna get out of the office....,neutral
Peeps! Me blackberry messenger is kwijt..  no pinging :p,neutral
@dylankenney ended up force rebooting.,neutral
@evernote @eyeficard I need one of these! Was just thinking about it earlier today as I downloaded pictures via USB.  #evernote_eyefi,neutral
@TeamDeLo that one has been done already,neutral
Work...,neutral
@heidimontag WOW AND TO THINK SOME PEOPLE ACTUALLY REALLY DO LIVE IN THE JUNGLE BUT DONT GET TO GO BACK TO A HOTEL.,neutral
Just ate way to many chocolate animal crackers,neutral
I don't believe there's anything worse than losing a best friend,neutral
wanna do some sessions with ronnie he da bomb u know?,neutral
"watching a boring police prog after making a fab pasta dinner, trying to cut down on alcohol so only had water",neutral
Didn't get to hang out with kaitlyn.,neutral
@BeachBabe4Ever genevaaa! my picture isnt showing up  i dont think im doing it right,neutral
@PeterPanik hm... Both of us I guess...,neutral
@clarityxx,neutral
job searching some more,neutral
I have now realized I am not cool enough to ever get a shout out from @trellthms  (this player will not be playing on! hahahah),neutral
@vyzion360 your not following me  it won't let me dm,neutral
@K1_Logos nope my computer right now is in need of a power supply so im useing an old office machine,neutral
"@rnbguru bummer, that means unless I do a youtube rip, which I don't know how, I can't have it.",neutral
it always rains right after i get my car washed,neutral
@SheilaRod but but it was funny when I wrote it,neutral
Its so dead,neutral
Post-crash Spotlight is now spinning its wheels indexing my Time Machine backup drive. Naturally the drive is in the &quot;do not index&quot; list,neutral
I'm not a fan of all day trainings I Novi. I'm one sleepy girl.,neutral
when do the stars come out??,neutral
"Well, #Evernote is giving away Wireless SD cards 4 fllwng thm on twitter &amp; tweeting abt #evernote_eyefi But US/CAN only  http://tr.im/mPxn",neutral
@Lynsay mine wont turn on,neutral
On way home tonight I saw a newspaper headline 'Susan Boyle quits....' surely not true,neutral
@marieeeeah yeeaaahh! even though i suck at twittering,neutral
Its cloudy outside,neutral
@wilw  I remember those days. I wasn't a big fan of Wesley but I really felt for you as a youngster dealing with all that. But you WON!,neutral
acho que vou ver roupinhas goticas  -qqq,neutral
"I was going to visit my sister today, but she's grumpy.  I'll just chill at home with the family and visit her tomorrow.",neutral
@Flesheater what happened to @sodarnhappy? where did she go?,neutral
"@Kirstyy09xX I didn't see Tuesdays, I was at work",neutral
@Clubpenguinfan3 I guess that boner story isn't so funny I've had TONS of boner moments like that unfourtantly,neutral
Need something to do... AH! I'm gonna go have ice cream... then water the plants  then get ready for softball!!! I HAVE A PLAN!!!!!,neutral
"I just got back from lunch at Rick &amp; Brianï¿½s Cafe with my father; I had the French Dip and it was good, but his omelette was burnt.",neutral
@iconermaddyct I wish I could get twitter to upload my background of M,neutral
@Dingo which case? I got a new one last week and I'm not thrilled at all with mine.,neutral
@cristnabls I totally agree! And there's no way to avoid it,neutral
@mutualexcrement And I fell asleep 10 minutes into the Saget roast.,neutral
@microautoe  One more day baby.,neutral
@remiransom i wanted to see that.  enjoy it!,neutral
@leztah The dayem computer  #twpp,neutral
i just found a crack in my baking bowl...milk spilled everywhere,neutral
@jess_lokelani  i have no idea!,neutral
love how dad said he'd be ready to go at like 3:15 and it's now 4pm and I'm still working.,neutral
i miss our walks home together,neutral
"Photovia novusnovendo) ï¿½o_0ï¿½*giggles*ï¿½who am i kidding? heï¿½s probably gay  but def my type, hey now! http://tumblr.com/x2k1wgbpm",neutral
@DarkDevilM  what's wrong,neutral
No tourney 'til next weekend =   http://bit.ly/2xDPf,neutral
@DuchessAmy don't cut yourself!!,neutral
Just got stung by nettles lol in about 3 fingers  and I mean come on that dude with the apples needed to step it up a notch!,neutral
Hoping the day gets better now,neutral
Doctor Who has finished,neutral
babysitting kids who won't let me play wii with them,neutral
@CinderellaCaro j'ai pas vu passer ton ReBlip annoncï¿½ de *Pump Up The Jam*....    pb d'adresse URL ?,neutral
"Boa tarde, chegay",neutral
@H60DSTABOY yeeeeemp  same time like yesterday,neutral
Work time....,neutral
"@DawnChamberlin no, def rubbish tonight",neutral
I only have 2 more seasons of X-Files to watch,neutral
Is up way to early for a saturday  though its nearly my weekend!,neutral
Yah me too,neutral
My belly is speaking to me! I need food!,neutral
@FamousRejects OmG U NasTY,neutral
"OH NOES! My XBox 360 badge holder BROKE  in Bellevue, WA http://loopt.us/CjN5vA.t",neutral
I have clocked out for possibly my last time at Northview Middle School.,neutral
"I want to go shopping tomorrow, but I have to work  Buy me things, you know you want to!",neutral
Must head back to the office,neutral
im away from the comp....  ill be back later,neutral
@pd1ddee i havent got a call,neutral
Getting ready to ship a care package to the daughter. She's not coming home this summer from college,neutral
aha exams starts tomorrow i know i've been a tweet freak but won't be able to do anything till the end of it  see u all by then,neutral
back from exmouth,neutral
#bgt not the best song for her,neutral
@SEOGoddess thanks I'll check it out! i'll be staying a Thursday night though,neutral
Same old customer service team member,neutral
@Lint1 No  Have you? And what's your favorite RHCP song?,neutral
"@unscriptable yes, at an upgraded consumption rate, too",neutral
@tommcfly do you remember my spok-5?,neutral
No Westin discounts?  @AnimeExpo Anime Expoï¿½ 2009 Provides Additional Discounts for Hotels: http://anime-expo.org/?p=2396,neutral
awww bless her. she made me cry,neutral
@skagod69 one of the usual 2.,neutral
@MyInnerBitch I can't @FakerParis has blocked me.  I can't even request,neutral
@emmy_563 'caus eit was school today!!!! I had a big exam...,neutral
good night..have to get up so early tomorrow,neutral
@19fischi75 ok - thats enough!,neutral
@Scath that's a defeatist attitude,neutral
We are checking out and on our way home  I am rwady to be home!,neutral
@gfalcone601 Is It The Bit Where Hollie Started Crying?,neutral
@mitchelmusso dam living in england  x,neutral
"All the cool people I want to find for following today are #English, and I guess the English don't tweet.",neutral
"@vlastikb logically, yes. i just have to find one though. always seem to see them beside motorways when you cant stop",neutral
@simplecake Bye.,neutral
Why is looking for girls names easier than looking for boys,neutral
ok bye alex have fun today,neutral
Zac Brown is in Virginia Beach and I'll be in NoVA,neutral
@MashUpNicole I still have an hour.,neutral
Traffic jam outside of chicago. I feel very &quot;office space&quot; right now.,neutral
@MikeyWags srry im not so interesting right now... stayed up til 6am cause my tummy hurt and now im pooped and have to work,neutral
doesn't want to go to work....,neutral
@breedimetria I feel you I have a third eye right now and right before I go see foreign boys,neutral
NCAA Baseball Road 2 Omaha: South Carolina just hit a 3-run homerun. Dagger 2 my heart.    Mason 1 - South Carolina 3..,neutral
@Mollieandme When oh when are you coming back for a gig in Scotland? I had tickets to see u last year but was in hosp wit gallstones!,neutral
HollowbabesHere comes the utter shite #bgt &lt;I completely agree,neutral
Awwwwwww holly,neutral
@ruthnin An expense I could do without at the moment,neutral
"@jcubed1 totally agree, but she always seems to be henpecking John, even before the cheating thing",neutral
I sure do hope it becomes 4:20 this afternoon ...,neutral
@jessiiemcfly oh but that girl  but AIDAN!,neutral
In an office on a Friday evening,neutral
"Enjoying a beautiful day off by hanging around the house. Pam is making a cake, but she won't give me any",neutral
@erockett89 i wish i was home in bed naked,neutral
4am Hubby's alarm-song playing was &quot;Blame it on the Alcohol&quot; Of course I couldn't get back to sleep after cause thinking of Joe on cruise,neutral
"@yankeeragu I think they're really good, so that probably damns them to obscurity.",neutral
"@biphenyl I hope you have someone to spell you so you can wander a bit! Man, I feel like signing off Twitter for a couple of days.",neutral
@TiffConnFTW cause theres no party,neutral
@2flutterby  Hang in there! Drink some hot coco,neutral
Tonight is the last Jay Leno late nigt show,neutral
Gotta sleeep am so tired  good night tweeps!,neutral
"Yrbook signing w/ evryone was fun, I'm gna miss evrything",neutral
Leno's last show tonight.,neutral
on my way to driver's training,neutral
@blackittyblack haha... sorry  she should be in the whole like two people @bohemianchurch follows,neutral
@bobbie_k_2k - Y!360 closing? get out!,neutral
@stevico1 Exactly!,neutral
is never around for the sl100 quiz   I want water park tickets waaaa,neutral
Chaz's Daily Happenings: 22:31 Watching E.R instead of a DVD. End of an era  # 11:09 The sun is out. Wooo  #.. http://tinyurl.com/lgwrum,neutral
@mrseb  Mimiron hardmode!,neutral
"Iis working until 4 now and really wants geordanos thin crust cheese, black olives, peperoni and mushroom pizza",neutral
@JRobertsTWC: Help Jen I had a Monster Energy Drink and now I'm crashing.,neutral
@Twilightish I really hope so,neutral
@ann_aguirre  not going anywhere &amp; when my book finally gets hre It will be cool 2 know wht Butch looks lk..LOL It was going in mail tdy,neutral
why does everyone sing playback at the Comet,neutral
my car is possessed and won't stop honking at me,neutral
i ate too much ice cream and curly fries,neutral
back home,neutral
"@boredzo I assume you mean 2nd item with 3 nested lines, but no invert call tree button to be found   ï¿½  ï¿½   ï¿½",neutral
Ohhh mannnn they just laid off 3 girls!!!    This economy has to improve soon!!!,neutral
"HEY! I didn't get my comlementary cherry flavored lip gloss this time, not cool",neutral
symphonic I,neutral
@McFreak_ Truetrue  But he's not! xD,neutral
sitting at home watching tv.  soo bored...,neutral
ugh... only 1 3/4th hour and i will be 19...,neutral
Exams are so stressful,neutral
2 more days till half term is over,neutral
Britain's got Torture - Edelcries...,neutral
"Awake again at 6am on a Saturday, isn't this sleep in day. Oh well have some work to keep busy. If only it was work keeping me awake.",neutral
@GENeralization Damn I come from Las Vegas suburbia. Its hard for me to connect with ppls,neutral
Annoyed,neutral
"@pro01, @if__fi: ??????? ?? ?? ?? ??????. ? ?? ???, ???? ?? ??? 100 ????, ?? ?? ?? ?? ?????",neutral
@graceamy I was being childish lol cos one of them said that pic of Jake in Down to earth made them vomit,neutral
Well it's not far back to sanity. At least it's not for me.,neutral
off to work..,neutral
I havent ben on here n a while...  sorry but im bac now so hit me hup,neutral
@Critic6881 lady thinks shes watching scrubs... delusional.  shes bailing on our plans,neutral
@Akoha i promised myself i would spread the cards around India...and I only gave someone a deck &amp; then never gave them out,neutral
@thek3sha ???    ?????? - http://bit.ly/nAcK2,neutral
doing chemo,neutral
weblogamo up kardam ama moteasefane baz postesh kootah shod  albate khob chizi nadashtam ke begam,neutral
"Well, she's getting through.",neutral
@adamswifey61208 yes(: but now,neutral
@Shoebuy_News I should have gone,neutral
writing the first &quot;ShowStoppers&quot; entry Just lost an hours work due to server issues,neutral
"@krithin btw, short notice I know, but we're RSVPing no for your party- thanks so much for the invitation, though!  I'm out for 2nite too",neutral
@wilw It is a sad commentary is it not?,neutral
People who would rather watch a movie then go outside fail at life,neutral
"@tchetelat Not as much as I did with Tweetie. It didn't jive with me, which is why I looked at Tweetie. Can't use either now, no iPhone.",neutral
Back in ATL! ( but I miss ny  ) what's up with tonight tho?!?let meeeee know!,neutral
@ohmyseven @valerie2776 I don't have a subject line on my phone...  just normal texts.,neutral
I wish I could be AT work as opposed to being wit the kids cuz it's the hardest job eva,neutral
@IamNewYork nuthin much just gettin ready 2 head bk 2 wrk  n u???,neutral
a headache once again ugh,neutral
@withloverianeee i hav a bet to get a 6 pack in 35 days...im on day 3..it sux,neutral
"@wizzlewolf said:  Patchouli incense burning now...-I love patchouli, DH can't stand it, so none for me",neutral
